candidate,model_family,calibration_method,probability_column,selection_eligible,role,roc_auc,average_precision,brier_score,log_loss,observed_prevalence,mean_predicted_probability,mean_probability_minus_prevalence,calibration_intercept,calibration_slope,quantile_ece,abs_calibration_intercept,abs_slope_minus_one
tuned_xgboost_isotonic,tuned_xgboost,isotonic,tuned_xgboost_isotonic_probability,True,calibration_candidate,0.6487902378123769,0.16476465066125,0.07934507350298718,0.2893126706746613,0.0897484756097561,0.09003109431956191,0.0002826187098058097,-0.19130814460196816,0.914810087535148,0.007197597996110279,0.19130814460196816,0.08518991246485197
tuned_xgboost_sigmoid,tuned_xgboost,sigmoid,tuned_xgboost_sigmoid_probability,True,calibration_candidate,0.6508197675788134,0.17163851047457246,0.07941848459238085,0.2897418697314984,0.0897484756097561,0.09000934280013292,0.0002608671903768234,-0.11823240366057175,0.9484025976798671,0.008876456927102433,0.11823240366057175,0.05159740232013288
tuned_xgboost,tuned_xgboost,none,tuned_xgboost_probability,True,phase6_champion,0.6508197675788134,0.17163851047457246,0.08055260426223065,0.2959751633387577,0.0897484756097561,0.12710331009851372,0.03735483448875762,-0.1521827090821985,1.1371291856501247,0.03735483448875762,0.1521827090821985,0.13712918565012466
early_stopped_xgboost_isotonic,early_stopped_xgboost,isotonic,early_stopped_xgboost_isotonic_probability,False,calibration_candidate,0.6451860738401942,0.15942989513334377,0.07947769662749578,0.28994988501544217,0.0897484756097561,0.09079576621661545,0.0010472906068593468,-0.12671876972931662,0.9484919526260741,0.006507115881615342,0.12671876972931662,0.05150804737392589
early_stopped_xgboost,early_stopped_xgboost,none,early_stopped_xgboost_probability,False,reference,0.6457808047851368,0.16431400857625394,0.07963086979711659,0.290351768707989,0.0897484756097561,0.09051636469879001,0.000767889089033913,-0.3364343465040863,0.8502442988544704,0.008977241559308308,0.3364343465040863,0.1497557011455296
logistic_regression,logistic_regression,none,logistic_probability,False,reference,0.6428755399523637,0.15968689435949956,0.07980917082618648,0.2909613164635314,0.0897484756097561,0.0900149400740823,0.0002664644643261965,-0.308484292652704,0.8613917203570713,0.0069320596892698625,0.308484292652704,0.13860827964292866
early_stopped_xgboost_sigmoid,early_stopped_xgboost,sigmoid,early_stopped_xgboost_sigmoid_probability,False,calibration_candidate,0.6457808047851368,0.16431400857625394,0.08004216408903156,0.29229421195324484,0.0897484756097561,0.09072547899008565,0.0009770033803295497,-0.2481865887554254,0.8947763743577801,0.013492866169051678,0.2481865887554254,0.10522362564221988
