model,observed_prevalence,mean_predicted_probability,mean_probability_minus_prevalence,calibration_intercept,calibration_slope,quantile_ece,n_bins
logistic_regression,0.0897484756097561,0.0900149400740823,0.0002664644643261965,-0.308484292652704,0.8613917203570713,0.0069320596892698625,10
early_stopped_xgboost,0.0897484756097561,0.09051636469879001,0.000767889089033913,-0.3364343465040863,0.8502442988544704,0.008977241559308308,10
tuned_xgboost,0.0897484756097561,0.12710331009851372,0.03735483448875762,-0.1521827090821985,1.1371291856501247,0.03735483448875762,10
